,smiles,anchors
9023,[CH]1[CH]CSC=C1,"[1, 0]"
9024,[CH]1[CH]CSC=C1,"[4, 5]"
9025,[CH]1[CH]CSC=C1,"[5, 0]"
9026,[CH]1[CH]CSC=C1,"[0, 5]"
9027,[CH]1[CH]CSC=C1,"[0]"
9028,[CH]1[CH]CSC=C1,"[3, 2]"
9029,[CH]1[CH]CSC=C1,"[3]"
9030,[C]1CCCC1,"[0, 1]"
9031,[C]1CCCC1,"[2]"
9032,[C]1CCCC1,"[1, 2]"
9033,[C]1CCCC1,"[2, 1]"
9034,[C]1CCCC1,"[2, 3]"
9035,[C]1CCCC1,"[1]"
9036,[C]1CCCC1,"[1, 0]"
9037,[C]1CCCC1,"[0]"
9038,C1C[NH+]CCSC1,"[3, 4]"
9039,C1C[NH+]CCSC1,"[5]"
9040,C1C[NH+]CCSC1,"[4, 3]"
9041,C1C[NH+]CCSC1,"[5, 4]"
9042,C1C[NH+]CCSC1,"[1, 0]"
9043,C1C[NH+]CCSC1,"[6, 5]"
9044,C1C[NH+]CCSC1,"[4]"
9045,C1C[NH+]CCSC1,"[1]"
9046,C1C[NH+]CCSC1,"[4, 5]"
9047,C1C[NH+]CCSC1,"[5, 6]"
9048,C1C[NH+]CCSC1,"[0, 1]"
9049,C1C[NH+]CCSC1,"[1, 2]"
9050,C1C[NH+]CCSC1,"[2, 1]"
9051,C1C[NH+]CCSC1,"[0]"
9052,C1C[NH+]CCSC1,"[3, 2]"
9053,C1C[NH+]CCSC1,"[3]"
9054,C1C[NH+]CCSC1,"[6]"
9055,C1C[NH+]CCSC1,"[0, 6]"
9056,C1C[NH+]CCSC1,"[2, 3]"
9057,C1C[NH+]CCSC1,"[6, 0]"
9058,[C]1CN=CN1,"[0, 1]"
9059,[C]1CN=CN1,"[1, 2]"
9060,[C]1CN=CN1,"[4, 0]"
9061,[C]1CN=CN1,"[2, 1]"
9062,[C]1CN=CN1,"[3, 4]"
9063,[C]1CN=CN1,"[4, 3]"
9064,[C]1CN=CN1,"[0, 4]"
9065,[C]1CN=CN1,"[4]"
9066,[C]1CN=CN1,"[2, 3]"
9067,[C]1CN=CN1,"[1]"
9068,[C]1CN=CN1,"[1, 0]"
9069,[C]1CN=CN1,"[0]"
9070,[C]1CN=CN1,"[3, 2]"
9071,[C]1CN=CN1,"[3]"
9072,[CH]1N[CH]ON1,"[0, 1]"
9073,[CH]1N[CH]ON1,"[2]"
9074,[CH]1N[CH]ON1,"[1, 2]"
9075,[CH]1N[CH]ON1,"[2, 1]"
9076,[CH]1N[CH]ON1,"[3, 4]"
9077,[CH]1N[CH]ON1,"[4, 3]"
9078,[CH]1N[CH]ON1,"[4, 0]"
9079,[CH]1N[CH]ON1,"[0, 4]"
9080,[CH]1N[CH]ON1,"[4]"
9081,[CH]1N[CH]ON1,"[2, 3]"
9082,[CH]1N[CH]ON1,"[1]"
9083,[CH]1N[CH]ON1,"[1, 0]"
9084,[CH]1N[CH]ON1,"[0]"
9085,[CH]1N[CH]ON1,"[3, 2]"
9086,C1CSCO1,"[0, 1]"
9087,C1CSCO1,"[2]"
9088,C1CSCO1,"[1, 2]"
9089,C1CSCO1,"[2, 1]"
9090,C1CSCO1,"[3, 4]"
9091,C1CSCO1,"[4, 3]"
9092,C1CSCO1,"[4, 0]"
9093,C1CSCO1,"[0, 4]"
9094,C1CSCO1,"[2, 3]"
9095,C1CSCO1,"[1]"
9096,C1CSCO1,"[1, 0]"
9097,C1CSCO1,"[0]"
9098,C1CSCO1,"[3, 2]"
9099,C1CSCO1,"[3]"
9100,C1=CSC=CNC1,"[2]"
9101,C1=CSC=CNC1,"[3, 4]"
9102,C1=CSC=CNC1,"[5]"
9103,C1=CSC=CNC1,"[4, 3]"
9104,C1=CSC=CNC1,"[5, 4]"
9105,C1=CSC=CNC1,"[1, 0]"
9106,C1=CSC=CNC1,"[6, 5]"
9107,C1=CSC=CNC1,"[4]"
9108,C1=CSC=CNC1,"[1]"
9109,C1=CSC=CNC1,"[4, 5]"
9110,C1=CSC=CNC1,"[5, 6]"
9111,C1=CSC=CNC1,"[0, 1]"
9112,C1=CSC=CNC1,"[1, 2]"
9113,C1=CSC=CNC1,"[2, 1]"
9114,C1=CSC=CNC1,"[0]"
9115,C1=CSC=CNC1,"[3, 2]"
9116,C1=CSC=CNC1,"[3]"
9117,C1=CSC=CNC1,"[6]"
9118,C1=CSC=CNC1,"[0, 6]"
9119,C1=CSC=CNC1,"[2, 3]"
9120,C1=CSC=CNC1,"[6, 0]"
9121,C1=COC=CNC1,"[3, 4]"
9122,C1=COC=CNC1,"[5]"
9123,C1=COC=CNC1,"[4, 3]"
9124,C1=COC=CNC1,"[5, 4]"
9125,C1=COC=CNC1,"[1, 0]"
9126,C1=COC=CNC1,"[6, 5]"
9127,C1=COC=CNC1,"[4]"
9128,C1=COC=CNC1,"[1]"
9129,C1=COC=CNC1,"[4, 5]"
9130,C1=COC=CNC1,"[5, 6]"
9131,C1=COC=CNC1,"[0, 1]"
9132,C1=COC=CNC1,"[1, 2]"
9133,C1=COC=CNC1,"[2, 1]"
9134,C1=COC=CNC1,"[0]"
9135,C1=COC=CNC1,"[3, 2]"
9136,C1=COC=CNC1,"[3]"
9137,C1=COC=CNC1,"[6]"
9138,C1=COC=CNC1,"[0, 6]"
9139,C1=COC=CNC1,"[2, 3]"
9140,C1=COC=CNC1,"[6, 0]"
9141,C1CNCC[NH2+]C1,"[2]"
9142,C1CNCC[NH2+]C1,"[3, 4]"
9143,C1CNCC[NH2+]C1,"[4, 3]"
9144,C1CNCC[NH2+]C1,"[5, 4]"
9145,C1CNCC[NH2+]C1,"[1, 0]"
9146,C1CNCC[NH2+]C1,"[6, 5]"
9147,C1CNCC[NH2+]C1,"[4]"
9148,C1CNCC[NH2+]C1,"[1]"
9149,C1CNCC[NH2+]C1,"[4, 5]"
9150,C1CNCC[NH2+]C1,"[5, 6]"
9151,C1CNCC[NH2+]C1,"[0, 1]"
9152,C1CNCC[NH2+]C1,"[1, 2]"
9153,C1CNCC[NH2+]C1,"[2, 1]"
9154,C1CNCC[NH2+]C1,"[0]"
9155,C1CNCC[NH2+]C1,"[3, 2]"
9156,C1CNCC[NH2+]C1,"[3]"
9157,C1CNCC[NH2+]C1,"[6]"
9158,C1CNCC[NH2+]C1,"[0, 6]"
9159,C1CNCC[NH2+]C1,"[2, 3]"
9160,C1CNCC[NH2+]C1,"[6, 0]"
9161,[CH]1[CH]NCCN1,"[0, 1]"
9162,[CH]1[CH]NCCN1,"[1, 2]"
9163,[CH]1[CH]NCCN1,"[2]"
9164,[CH]1[CH]NCCN1,"[2, 1]"
9165,[CH]1[CH]NCCN1,"[3, 4]"
9166,[CH]1[CH]NCCN1,"[2, 3]"
9167,[CH]1[CH]NCCN1,"[0]"
9168,[CH]1[CH]NCCN1,"[3, 2]"
9169,[CH]1[CH]NCCN1,"[3]"
9170,C1=CNCCNC1,"[2]"
9171,C1=CNCCNC1,"[3, 4]"
9172,C1=CNCCNC1,"[5]"
9173,C1=CNCCNC1,"[4, 3]"
9174,C1=CNCCNC1,"[5, 4]"
9175,C1=CNCCNC1,"[1, 0]"
9176,C1=CNCCNC1,"[6, 5]"
9177,C1=CNCCNC1,"[4]"
9178,C1=CNCCNC1,"[1]"
9179,C1=CNCCNC1,"[4, 5]"
9180,C1=CNCCNC1,"[5, 6]"
9181,C1=CNCCNC1,"[0, 1]"
9182,C1=CNCCNC1,"[1, 2]"
9183,C1=CNCCNC1,"[2, 1]"
9184,C1=CNCCNC1,"[0]"
9185,C1=CNCCNC1,"[3, 2]"
9186,C1=CNCCNC1,"[3]"
9187,C1=CNCCNC1,"[6]"
9188,C1=CNCCNC1,"[0, 6]"
9189,C1=CNCCNC1,"[2, 3]"
9190,C1=CNCCNC1,"[6, 0]"
9191,[CH]1N=[NH+]CN1,"[0, 1]"
9192,[CH]1N=[NH+]CN1,"[1, 2]"
9193,[CH]1N=[NH+]CN1,"[4, 0]"
9194,[CH]1N=[NH+]CN1,"[2, 1]"
9195,[CH]1N=[NH+]CN1,"[3, 4]"
9196,[CH]1N=[NH+]CN1,"[4, 3]"
9197,[CH]1N=[NH+]CN1,"[0, 4]"
9198,[CH]1N=[NH+]CN1,"[4]"
9199,[CH]1N=[NH+]CN1,"[2, 3]"
9200,[CH]1N=[NH+]CN1,"[1, 0]"
9201,[CH]1N=[NH+]CN1,"[0]"
9202,[CH]1N=[NH+]CN1,"[3, 2]"
9203,[CH]1N=[NH+]CN1,"[3]"
9204,[CH]1CNC=[NH+]1,"[0, 1]"
9205,[CH]1CNC=[NH+]1,"[2]"
9206,[CH]1CNC=[NH+]1,"[1, 2]"
9207,[CH]1CNC=[NH+]1,"[2, 1]"
9208,[CH]1CNC=[NH+]1,"[3, 4]"
9209,[CH]1CNC=[NH+]1,"[4, 3]"
9210,[CH]1CNC=[NH+]1,"[4, 0]"
9211,[CH]1CNC=[NH+]1,"[0, 4]"
9212,[CH]1CNC=[NH+]1,"[2, 3]"
9213,[CH]1CNC=[NH+]1,"[1]"
9214,[CH]1CNC=[NH+]1,"[1, 0]"
9215,[CH]1CNC=[NH+]1,"[0]"
9216,[CH]1CNC=[NH+]1,"[3, 2]"
9217,[CH]1CNC=[NH+]1,"[3]"
9218,[CH][PH],"[0]"
9219,[CH][PH],"[1]"
9220,[O-][PH],"[0]"
9221,[O-][PH],"[1]"
9222,[CH]1C=CCC=C1,"[0, 1]"
9223,[CH]1C=CCC=C1,"[2]"
9224,[CH]1C=CCC=C1,"[1, 2]"
9225,[CH]1C=CCC=C1,"[2, 1]"
9226,[CH]1C=CCC=C1,"[2, 3]"
9227,[CH]1C=CCC=C1,"[1]"
9228,[CH]1C=CCC=C1,"[1, 0]"
9229,[CH]1C=CCC=C1,"[0]"
9230,[CH]1C=CCC=C1,"[3, 2]"
9231,[CH]1C=CCC=C1,"[3]"
9232,[CH]1[CH][NH+][CH]C1,"[0, 1]"
9233,[CH]1[CH][NH+][CH]C1,"[1, 2]"
9234,[CH]1[CH][NH+][CH]C1,"[4, 0]"
9235,[CH]1[CH][NH+][CH]C1,"[2, 1]"
9236,[CH]1[CH][NH+][CH]C1,"[3, 4]"
9237,[CH]1[CH][NH+][CH]C1,"[4, 3]"
9238,[CH]1[CH][NH+][CH]C1,"[0, 4]"
9239,[CH]1[CH][NH+][CH]C1,"[4]"
9240,[CH]1[CH][NH+][CH]C1,"[2, 3]"
9241,[CH]1[CH][NH+][CH]C1,"[1]"
9242,[CH]1[CH][NH+][CH]C1,"[1, 0]"
9243,[CH]1[CH][NH+][CH]C1,"[0]"
9244,[CH]1[CH][NH+][CH]C1,"[3, 2]"
9245,[CH]1[CH][NH+][CH]C1,"[3]"
9246,[CH]1C=CC=C[NH+]1,"[0, 1]"
9247,[CH]1C=CC=C[NH+]1,"[2]"
9248,[CH]1C=CC=C[NH+]1,"[1, 2]"
9249,[CH]1C=CC=C[NH+]1,"[2, 1]"
9250,[CH]1C=CC=C[NH+]1,"[3, 4]"
9251,[CH]1C=CC=C[NH+]1,"[4, 3]"
9252,[CH]1C=CC=C[NH+]1,"[5, 4]"
9253,[CH]1C=CC=C[NH+]1,"[4]"
9254,[CH]1C=CC=C[NH+]1,"[2, 3]"
9255,[CH]1C=CC=C[NH+]1,"[1]"
9256,[CH]1C=CC=C[NH+]1,"[1, 0]"
9257,[CH]1C=CC=C[NH+]1,"[4, 5]"
9258,[CH]1C=CC=C[NH+]1,"[5, 0]"
9259,[CH]1C=CC=C[NH+]1,"[0, 5]"
9260,[CH]1C=CC=C[NH+]1,"[0]"
9261,[CH]1C=CC=C[NH+]1,"[3, 2]"
9262,[CH]1C=CC=C[NH+]1,"[3]"
9263,N=O,"[0]"
9264,[CH]1[CH]NC1,"[0, 1]"
9265,[CH]1[CH]NC1,"[2]"
9266,[CH]1[CH]NC1,"[1, 2]"
9267,[CH]1[CH]NC1,"[2, 1]"
9268,[CH]1[CH]NC1,"[0, 3]"
9269,[CH]1[CH]NC1,"[3, 0]"
9270,[CH]1[CH]NC1,"[2, 3]"
9271,[CH]1[CH]NC1,"[1]"
9272,[CH]1[CH]NC1,"[1, 0]"
9273,[CH]1[CH]NC1,"[0]"
9274,[CH]1[CH]NC1,"[3, 2]"
9275,[CH]1[CH]NC1,"[3]"
9276,SS,"[0]"
9277,C[P],"[0]"
9278,C[P],"[1]"
9279,O=[P],"[1]"
9280,N[P],"[0]"
9281,N[P],"[1]"
9282,O[P],"[0]"
9283,O[P],"[1]"
9284,C1=NNCSC1,"[0, 1]"
9285,C1=NNCSC1,"[2]"
9286,C1=NNCSC1,"[1, 2]"
9287,C1=NNCSC1,"[2, 1]"
9288,C1=NNCSC1,"[3, 4]"
9289,C1=NNCSC1,"[5]"
9290,C1=NNCSC1,"[4, 3]"
9291,C1=NNCSC1,"[5, 4]"
9292,C1=NNCSC1,"[4]"
9293,C1=NNCSC1,"[2, 3]"
9294,C1=NNCSC1,"[1, 0]"
9295,C1=NNCSC1,"[4, 5]"
9296,C1=NNCSC1,"[5, 0]"
9297,C1=NNCSC1,"[0, 5]"
9298,C1=NNCSC1,"[0]"
9299,C1=NNCSC1,"[3, 2]"
9300,C1=NNCSC1,"[3]"
9301,[C]F,"[0]"
9302,[CH]1[CH]CN[CH]1,"[0, 1]"
9303,[CH]1[CH]CN[CH]1,"[2]"
9304,[CH]1[CH]CN[CH]1,"[1, 2]"
9305,[CH]1[CH]CN[CH]1,"[2, 1]"
9306,[CH]1[CH]CN[CH]1,"[3, 4]"
9307,[CH]1[CH]CN[CH]1,"[4, 3]"
9308,[CH]1[CH]CN[CH]1,"[4, 0]"
9309,[CH]1[CH]CN[CH]1,"[0, 4]"
9310,[CH]1[CH]CN[CH]1,"[4]"
9311,[CH]1[CH]CN[CH]1,"[2, 3]"
9312,[CH]1[CH]CN[CH]1,"[1]"
9313,[CH]1[CH]CN[CH]1,"[1, 0]"
9314,[CH]1[CH]CN[CH]1,"[0]"
9315,[CH]1[CH]CN[CH]1,"[3, 2]"
9316,[CH]1[CH]CN[CH]1,"[3]"
9317,[CH]1[CH]NC=N1,"[0, 1]"
9318,[CH]1[CH]NC=N1,"[2]"
9319,[CH]1[CH]NC=N1,"[1, 2]"
9320,[CH]1[CH]NC=N1,"[2, 1]"
9321,[CH]1[CH]NC=N1,"[3, 4]"
9322,[CH]1[CH]NC=N1,"[4, 3]"
9323,[CH]1[CH]NC=N1,"[4, 0]"
9324,[CH]1[CH]NC=N1,"[0, 4]"
9325,[CH]1[CH]NC=N1,"[2, 3]"
9326,[CH]1[CH]NC=N1,"[1]"
9327,[CH]1[CH]NC=N1,"[1, 0]"
9328,[CH]1[CH]NC=N1,"[0]"
9329,[CH]1[CH]NC=N1,"[3, 2]"
9330,[CH]1[CH]NC=N1,"[3]"
9331,[CH]1C=CCCO1,"[0, 1]"
9332,[CH]1C=CCCO1,"[2]"
9333,[CH]1C=CCCO1,"[1, 2]"
9334,[CH]1C=CCCO1,"[2, 1]"
9335,[CH]1C=CCCO1,"[3, 4]"
9336,[CH]1C=CCCO1,"[4, 3]"
9337,[CH]1C=CCCO1,"[5, 4]"
9338,[CH]1C=CCCO1,"[4]"
9339,[CH]1C=CCCO1,"[2, 3]"
9340,[CH]1C=CCCO1,"[1]"
9341,[CH]1C=CCCO1,"[1, 0]"
9342,[CH]1C=CCCO1,"[4, 5]"
9343,[CH]1C=CCCO1,"[5, 0]"
9344,[CH]1C=CCCO1,"[0, 5]"
9345,[CH]1C=CCCO1,"[0]"
9346,[CH]1C=CCCO1,"[3, 2]"
9347,[CH]1C=CCCO1,"[3]"
9348,C1=NCNCN1,"[0, 1]"
9349,C1=NCNCN1,"[2]"
9350,C1=NCNCN1,"[1, 2]"
9351,C1=NCNCN1,"[2, 1]"
9352,C1=NCNCN1,"[3, 4]"
9353,C1=NCNCN1,"[5]"
9354,C1=NCNCN1,"[4, 3]"
9355,C1=NCNCN1,"[5, 4]"
9356,C1=NCNCN1,"[4]"
9357,C1=NCNCN1,"[2, 3]"
9358,C1=NCNCN1,"[1, 0]"
9359,C1=NCNCN1,"[4, 5]"
9360,C1=NCNCN1,"[5, 0]"
9361,C1=NCNCN1,"[0, 5]"
9362,C1=NCNCN1,"[0]"
9363,C1=NCNCN1,"[3, 2]"
9364,C1=NCNCN1,"[3]"
9365,C1=CCC[NH2+]CC1,"[0, 1]"
9366,C1=CCC[NH2+]CC1,"[1, 2]"
9367,C1=CCC[NH2+]CC1,"[2]"
9368,C1=CCC[NH2+]CC1,"[2, 1]"
9369,C1=CCC[NH2+]CC1,"[3, 4]"
9370,C1=CCC[NH2+]CC1,"[4, 3]"
9371,C1=CCC[NH2+]CC1,"[2, 3]"
9372,C1=CCC[NH2+]CC1,"[0]"
9373,C1=CCC[NH2+]CC1,"[3, 2]"
9374,C1=CCC[NH2+]CC1,"[3]"
9375,[C]1C=CCN1,"[0, 1]"
9376,[C]1C=CCN1,"[2]"
9377,[C]1C=CCN1,"[1, 2]"
9378,[C]1C=CCN1,"[2, 1]"
9379,[C]1C=CCN1,"[3, 4]"
9380,[C]1C=CCN1,"[4, 3]"
9381,[C]1C=CCN1,"[4, 0]"
9382,[C]1C=CCN1,"[0, 4]"
9383,[C]1C=CCN1,"[4]"
9384,[C]1C=CCN1,"[2, 3]"
9385,[C]1C=CCN1,"[1]"
9386,[C]1C=CCN1,"[1, 0]"
9387,[C]1C=CCN1,"[0]"
9388,[C]1C=CCN1,"[3, 2]"
9389,[C]1C=CCN1,"[3]"
9390,[CH]1[CH]C=CO[CH]1,"[0, 1]"
9391,[CH]1[CH]C=CO[CH]1,"[2]"
9392,[CH]1[CH]C=CO[CH]1,"[1, 2]"
9393,[CH]1[CH]C=CO[CH]1,"[2, 1]"
9394,[CH]1[CH]C=CO[CH]1,"[3, 4]"
9395,[CH]1[CH]C=CO[CH]1,"[5]"
9396,[CH]1[CH]C=CO[CH]1,"[4, 3]"
9397,[CH]1[CH]C=CO[CH]1,"[5, 4]"
9398,[CH]1[CH]C=CO[CH]1,"[2, 3]"
9399,[CH]1[CH]C=CO[CH]1,"[1]"
9400,[CH]1[CH]C=CO[CH]1,"[1, 0]"
9401,[CH]1[CH]C=CO[CH]1,"[4, 5]"
9402,[CH]1[CH]C=CO[CH]1,"[5, 0]"
9403,[CH]1[CH]C=CO[CH]1,"[0, 5]"
9404,[CH]1[CH]C=CO[CH]1,"[0]"
9405,[CH]1[CH]C=CO[CH]1,"[3, 2]"
9406,[CH]1[CH]C=CO[CH]1,"[3]"
9407,[CH]1[CH]CN[CH]C1,"[0, 1]"
9408,[CH]1[CH]CN[CH]C1,"[2]"
9409,[CH]1[CH]CN[CH]C1,"[1, 2]"
9410,[CH]1[CH]CN[CH]C1,"[2, 1]"
9411,[CH]1[CH]CN[CH]C1,"[3, 4]"
9412,[CH]1[CH]CN[CH]C1,"[5]"
9413,[CH]1[CH]CN[CH]C1,"[4, 3]"
9414,[CH]1[CH]CN[CH]C1,"[5, 4]"
9415,[CH]1[CH]CN[CH]C1,"[4]"
9416,[CH]1[CH]CN[CH]C1,"[2, 3]"
9417,[CH]1[CH]CN[CH]C1,"[1]"
9418,[CH]1[CH]CN[CH]C1,"[1, 0]"
9419,[CH]1[CH]CN[CH]C1,"[4, 5]"
9420,[CH]1[CH]CN[CH]C1,"[5, 0]"
9421,[CH]1[CH]CN[CH]C1,"[0, 5]"
9422,[CH]1[CH]CN[CH]C1,"[0]"
9423,[CH]1[CH]CN[CH]C1,"[3, 2]"
9424,[CH]1[CH]CN[CH]C1,"[3]"
9425,[CH]1OC=CCO1,"[0, 1]"
9426,[CH]1OC=CCO1,"[2]"
9427,[CH]1OC=CCO1,"[1, 2]"
9428,[CH]1OC=CCO1,"[2, 1]"
9429,[CH]1OC=CCO1,"[3, 4]"
9430,[CH]1OC=CCO1,"[4, 3]"
9431,[CH]1OC=CCO1,"[5, 4]"
9432,[CH]1OC=CCO1,"[4]"
9433,[CH]1OC=CCO1,"[2, 3]"
9434,[CH]1OC=CCO1,"[1, 0]"
9435,[CH]1OC=CCO1,"[4, 5]"
9436,[CH]1OC=CCO1,"[5, 0]"
9437,[CH]1OC=CCO1,"[0, 5]"
9438,[CH]1OC=CCO1,"[0]"
9439,[CH]1OC=CCO1,"[3, 2]"
9440,[CH]1OC=CCO1,"[3]"
9441,[C]1[C]C=C[CH][CH]1,"[0, 1]"
9442,[C]1[C]C=C[CH][CH]1,"[2]"
9443,[C]1[C]C=C[CH][CH]1,"[1, 2]"
9444,[C]1[C]C=C[CH][CH]1,"[2, 1]"
9445,[C]1[C]C=C[CH][CH]1,"[3, 4]"
9446,[C]1[C]C=C[CH][CH]1,"[5]"
9447,[C]1[C]C=C[CH][CH]1,"[4, 3]"
9448,[C]1[C]C=C[CH][CH]1,"[5, 4]"
9449,[C]1[C]C=C[CH][CH]1,"[4]"
9450,[C]1[C]C=C[CH][CH]1,"[2, 3]"
9451,[C]1[C]C=C[CH][CH]1,"[1]"
9452,[C]1[C]C=C[CH][CH]1,"[1, 0]"
9453,[C]1[C]C=C[CH][CH]1,"[4, 5]"
9454,[C]1[C]C=C[CH][CH]1,"[5, 0]"
9455,[C]1[C]C=C[CH][CH]1,"[0, 5]"
9456,[C]1[C]C=C[CH][CH]1,"[0]"
9457,[C]1[C]C=C[CH][CH]1,"[3, 2]"
9458,[C]1[C]C=C[CH][CH]1,"[3]"
9459,[C]1CNCC=CO1,"[2]"
9460,[C]1CNCC=CO1,"[3, 4]"
9461,[C]1CNCC=CO1,"[5]"
9462,[C]1CNCC=CO1,"[4, 3]"
9463,[C]1CNCC=CO1,"[5, 4]"
9464,[C]1CNCC=CO1,"[1, 0]"
9465,[C]1CNCC=CO1,"[6, 5]"
9466,[C]1CNCC=CO1,"[4]"
9467,[C]1CNCC=CO1,"[1]"
9468,[C]1CNCC=CO1,"[4, 5]"
9469,[C]1CNCC=CO1,"[5, 6]"
9470,[C]1CNCC=CO1,"[0, 1]"
9471,[C]1CNCC=CO1,"[1, 2]"
9472,[C]1CNCC=CO1,"[2, 1]"
9473,[C]1CNCC=CO1,"[0]"
9474,[C]1CNCC=CO1,"[3, 2]"
9475,[C]1CNCC=CO1,"[3]"
9476,[C]1CNCC=CO1,"[0, 6]"
9477,[C]1CNCC=CO1,"[2, 3]"
9478,[C]1CNCC=CO1,"[6, 0]"
9479,[C]1C[CH]C=CO1,"[0, 1]"
9480,[C]1C[CH]C=CO1,"[2]"
9481,[C]1C[CH]C=CO1,"[1, 2]"
9482,[C]1C[CH]C=CO1,"[2, 1]"
9483,[C]1C[CH]C=CO1,"[3, 4]"
9484,[C]1C[CH]C=CO1,"[4, 3]"
9485,[C]1C[CH]C=CO1,"[5, 4]"
9486,[C]1C[CH]C=CO1,"[4]"
9487,[C]1C[CH]C=CO1,"[2, 3]"
9488,[C]1C[CH]C=CO1,"[1]"
9489,[C]1C[CH]C=CO1,"[1, 0]"
9490,[C]1C[CH]C=CO1,"[4, 5]"
9491,[C]1C[CH]C=CO1,"[5, 0]"
9492,[C]1C[CH]C=CO1,"[0, 5]"
9493,[C]1C[CH]C=CO1,"[0]"
9494,[C]1C[CH]C=CO1,"[3, 2]"
9495,[C]1C[CH]C=CO1,"[3]"
9496,[C]1C=C[C]O1,"[0, 1]"
9497,[C]1C=C[C]O1,"[1, 2]"
9498,[C]1C=C[C]O1,"[3, 4]"
9499,[C]1C=C[C]O1,"[4, 3]"
9500,[C]1C=C[C]O1,"[1]"
9501,[C]1C=C[C]O1,"[1, 0]"
9502,[C]1C=C[C]O1,"[0]"
9503,[C]1[CH][CH][C]O1,"[0, 1]"
9504,[C]1[CH][CH][C]O1,"[1, 2]"
9505,[C]1[CH][CH][C]O1,"[3, 4]"
9506,[C]1[CH][CH][C]O1,"[4, 3]"
9507,[C]1[CH][CH][C]O1,"[1]"
9508,[C]1[CH][CH][C]O1,"[1, 0]"
9509,[C]1[CH][CH][C]O1,"[0]"
9510,[CH]1[CH]N[CH]C=C1,"[0, 1]"
9511,[CH]1[CH]N[CH]C=C1,"[2]"
9512,[CH]1[CH]N[CH]C=C1,"[1, 2]"
9513,[CH]1[CH]N[CH]C=C1,"[2, 1]"
9514,[CH]1[CH]N[CH]C=C1,"[3, 4]"
9515,[CH]1[CH]N[CH]C=C1,"[5]"
9516,[CH]1[CH]N[CH]C=C1,"[4, 3]"
9517,[CH]1[CH]N[CH]C=C1,"[5, 4]"
9518,[CH]1[CH]N[CH]C=C1,"[4]"
9519,[CH]1[CH]N[CH]C=C1,"[2, 3]"
9520,[CH]1[CH]N[CH]C=C1,"[1]"
9521,[CH]1[CH]N[CH]C=C1,"[1, 0]"
9522,[CH]1[CH]N[CH]C=C1,"[4, 5]"
9523,[CH]1[CH]N[CH]C=C1,"[5, 0]"
9524,[CH]1[CH]N[CH]C=C1,"[0, 5]"
9525,[CH]1[CH]N[CH]C=C1,"[0]"
9526,[CH]1[CH]N[CH]C=C1,"[3, 2]"
9527,[CH]1[CH]N[CH]C=C1,"[3]"
9528,[C]1C[CH]C[NH2+]1,"[0, 1]"
9529,[C]1C[CH]C[NH2+]1,"[2]"
9530,[C]1C[CH]C[NH2+]1,"[1, 2]"
9531,[C]1C[CH]C[NH2+]1,"[2, 1]"
9532,[C]1C[CH]C[NH2+]1,"[3, 4]"
9533,[C]1C[CH]C[NH2+]1,"[4, 3]"
9534,[C]1C[CH]C[NH2+]1,"[4, 0]"
9535,[C]1C[CH]C[NH2+]1,"[0, 4]"
9536,[C]1C[CH]C[NH2+]1,"[2, 3]"
9537,[C]1C[CH]C[NH2+]1,"[1]"
9538,[C]1C[CH]C[NH2+]1,"[1, 0]"
9539,[C]1C[CH]C[NH2+]1,"[0]"
9540,[C]1C[CH]C[NH2+]1,"[3, 2]"
9541,[C]1C[CH]C[NH2+]1,"[3]"
9542,[CH]1CNC=CNC1,"[0, 1]"
9543,[CH]1CNC=CNC1,"[2]"
9544,[CH]1CNC=CNC1,"[1, 2]"
9545,[CH]1CNC=CNC1,"[2, 1]"
9546,[CH]1CNC=CNC1,"[3, 4]"
9547,[CH]1CNC=CNC1,"[2, 3]"
9548,[CH]1CNC=CNC1,"[1]"
9549,[CH]1CNC=CNC1,"[1, 0]"
9550,[CH]1CNC=CNC1,"[0]"
9551,[CH]1CNC=CNC1,"[3, 2]"
9552,[CH]1CNC=CNC1,"[3]"
9553,C1CSC1,"[0, 1]"
9554,C1CSC1,"[2]"
9555,C1CSC1,"[1, 2]"
9556,C1CSC1,"[2, 1]"
9557,C1CSC1,"[1]"
9558,C1CSC1,"[1, 0]"
9559,C1CSC1,"[0]"
9560,[CH]1[CH][NH+]=CN1,"[0, 1]"
9561,[CH]1[CH][NH+]=CN1,"[1, 2]"
9562,[CH]1[CH][NH+]=CN1,"[4, 0]"
9563,[CH]1[CH][NH+]=CN1,"[2, 1]"
9564,[CH]1[CH][NH+]=CN1,"[3, 4]"
9565,[CH]1[CH][NH+]=CN1,"[4, 3]"
9566,[CH]1[CH][NH+]=CN1,"[0, 4]"
9567,[CH]1[CH][NH+]=CN1,"[4]"
9568,[CH]1[CH][NH+]=CN1,"[2, 3]"
9569,[CH]1[CH][NH+]=CN1,"[1]"
9570,[CH]1[CH][NH+]=CN1,"[1, 0]"
9571,[CH]1[CH][NH+]=CN1,"[0]"
9572,[CH]1[CH][NH+]=CN1,"[3, 2]"
9573,[CH]1[CH][NH+]=CN1,"[3]"
9574,[CH]1CNCCC[NH2+]1,"[2]"
9575,[CH]1CNCCC[NH2+]1,"[3, 4]"
9576,[CH]1CNCCC[NH2+]1,"[5]"
9577,[CH]1CNCCC[NH2+]1,"[4, 3]"
9578,[CH]1CNCCC[NH2+]1,"[5, 4]"
